file name,mask name,mask number,class
Small_images_Masks\238-1_part_15.png,Small_images_Masks\238-1_part_15_seg.npy,323,0
Small_images_Masks\218-4_part_21.png,Small_images_Masks\218-4_part_21_seg.npy,275,1
Small_images_Masks\218-6_part_15.png,Small_images_Masks\218-6_part_15_seg.npy,334,1
Small_images_Masks\238-2_part_9.png,Small_images_Masks\238-2_part_9_seg.npy,137,1
Small_images_Masks\238-5_part_20.png,Small_images_Masks\238-5_part_20_seg.npy,57,0
Small_images_Masks\249-2_part_14.png,Small_images_Masks\249-2_part_14_seg.npy,85,0
Small_images_Masks\218-4_part_23.png,Small_images_Masks\218-4_part_23_seg.npy,181,1
Small_images_Masks\218-6_part_22.png,Small_images_Masks\218-6_part_22_seg.npy,549,1
Small_images_Masks\218-4_part_23.png,Small_images_Masks\218-4_part_23_seg.npy,554,1
Small_images_Masks\238-4_part_9.png,Small_images_Masks\238-4_part_9_seg.npy,17,0
Small_images_Masks\238-6_part_6.png,Small_images_Masks\238-6_part_6_seg.npy,246,0
Small_images_Masks\238-3_part_6.png,Small_images_Masks\238-3_part_6_seg.npy,423,0
Small_images_Masks\238-2_part_2.png,Small_images_Masks\238-2_part_2_seg.npy,249,0
Small_images_Masks\218-6_part_14.png,Small_images_Masks\218-6_part_14_seg.npy,445,1
Small_images_Masks\218-6_part_7.png,Small_images_Masks\218-6_part_7_seg.npy,160,1
Small_images_Masks\218-5_part_21.png,Small_images_Masks\218-5_part_21_seg.npy,214,0
Small_images_Masks\218-6_part_13.png,Small_images_Masks\218-6_part_13_seg.npy,233,0
Small_images_Masks\259-1_part_25.png,Small_images_Masks\259-1_part_25_seg.npy,239,0
Small_images_Masks\249-1_part_11.png,Small_images_Masks\249-1_part_11_seg.npy,36,0
Small_images_Masks\249-2_part_23.png,Small_images_Masks\249-2_part_23_seg.npy,82,0
Small_images_Masks\218-5_part_10.png,Small_images_Masks\218-5_part_10_seg.npy,148,0
Small_images_Masks\218-5_part_13.png,Small_images_Masks\218-5_part_13_seg.npy,746,1
Small_images_Masks\238-2_part_10.png,Small_images_Masks\238-2_part_10_seg.npy,180,0
Small_images_Masks\238-6_part_3.png,Small_images_Masks\238-6_part_3_seg.npy,282,0
Small_images_Masks\218-6_part_3.png,Small_images_Masks\218-6_part_3_seg.npy,461,0
Small_images_Masks\238-2_part_14.png,Small_images_Masks\238-2_part_14_seg.npy,294,0
Small_images_Masks\218-6_part_1.png,Small_images_Masks\218-6_part_1_seg.npy,467,0
Small_images_Masks\218-4_part_1.png,Small_images_Masks\218-4_part_1_seg.npy,15,1
Small_images_Masks\218-5_part_1.png,Small_images_Masks\218-5_part_1_seg.npy,71,1
Small_images_Masks\238-6_part_2.png,Small_images_Masks\238-6_part_2_seg.npy,52,1
Small_images_Masks\218-6_part_6.png,Small_images_Masks\218-6_part_6_seg.npy,703,1
Small_images_Masks\238-6_part_24.png,Small_images_Masks\238-6_part_24_seg.npy,267,1
Small_images_Masks\218-5_part_2.png,Small_images_Masks\218-5_part_2_seg.npy,105,1
Small_images_Masks\218-6_part_21.png,Small_images_Masks\218-6_part_21_seg.npy,130,0
Small_images_Masks\238-2_part_13.png,Small_images_Masks\238-2_part_13_seg.npy,339,0
Small_images_Masks\259-1_part_6.png,Small_images_Masks\259-1_part_6_seg.npy,379,0
Small_images_Masks\238-6_part_12.png,Small_images_Masks\238-6_part_12_seg.npy,136,1
Small_images_Masks\218-6_part_14.png,Small_images_Masks\218-6_part_14_seg.npy,4,1
Small_images_Masks\218-6_part_24.png,Small_images_Masks\218-6_part_24_seg.npy,411,1
Small_images_Masks\238-1_part_14.png,Small_images_Masks\238-1_part_14_seg.npy,126,0
Small_images_Masks\238-4_part_14.png,Small_images_Masks\238-4_part_14_seg.npy,122,1
Small_images_Masks\218-5_part_18.png,Small_images_Masks\218-5_part_18_seg.npy,18,1
Small_images_Masks\218-6_part_20.png,Small_images_Masks\218-6_part_20_seg.npy,71,1
Small_images_Masks\218-6_part_18.png,Small_images_Masks\218-6_part_18_seg.npy,473,0
Small_images_Masks\218-4_part_17.png,Small_images_Masks\218-4_part_17_seg.npy,782,1
Small_images_Masks\259-1_part_5.png,Small_images_Masks\259-1_part_5_seg.npy,418,1
Small_images_Masks\218-4_part_18.png,Small_images_Masks\218-4_part_18_seg.npy,58,1
Small_images_Masks\238-6_part_3.png,Small_images_Masks\238-6_part_3_seg.npy,143,0
Small_images_Masks\218-5_part_17.png,Small_images_Masks\218-5_part_17_seg.npy,366,0
Small_images_Masks\259-1_part_6.png,Small_images_Masks\259-1_part_6_seg.npy,51,0
Small_images_Masks\218-4_part_24.png,Small_images_Masks\218-4_part_24_seg.npy,524,0
Small_images_Masks\259-1_part_13.png,Small_images_Masks\259-1_part_13_seg.npy,297,0
Small_images_Masks\238-3_part_11.png,Small_images_Masks\238-3_part_11_seg.npy,581,0
Small_images_Masks\218-5_part_20.png,Small_images_Masks\218-5_part_20_seg.npy,346,1
Small_images_Masks\249-2_part_3.png,Small_images_Masks\249-2_part_3_seg.npy,83,0
Small_images_Masks\238-3_part_6.png,Small_images_Masks\238-3_part_6_seg.npy,55,1
Small_images_Masks\218-4_part_18.png,Small_images_Masks\218-4_part_18_seg.npy,460,0
Small_images_Masks\218-5_part_19.png,Small_images_Masks\218-5_part_19_seg.npy,244,0
Small_images_Masks\218-5_part_7.png,Small_images_Masks\218-5_part_7_seg.npy,65,0
Small_images_Masks\238-2_part_2.png,Small_images_Masks\238-2_part_2_seg.npy,380,1
Small_images_Masks\238-3_part_21.png,Small_images_Masks\238-3_part_21_seg.npy,176,1
Small_images_Masks\238-3_part_1.png,Small_images_Masks\238-3_part_1_seg.npy,545,0
Small_images_Masks\218-5_part_24.png,Small_images_Masks\218-5_part_24_seg.npy,426,1
Small_images_Masks\238-2_part_2.png,Small_images_Masks\238-2_part_2_seg.npy,218,0
Small_images_Masks\218-6_part_8.png,Small_images_Masks\218-6_part_8_seg.npy,947,1
Small_images_Masks\218-5_part_2.png,Small_images_Masks\218-5_part_2_seg.npy,169,1
Small_images_Masks\218-6_part_10.png,Small_images_Masks\218-6_part_10_seg.npy,47,0
Small_images_Masks\238-4_part_24.png,Small_images_Masks\238-4_part_24_seg.npy,55,0
Small_images_Masks\238-2_part_3.png,Small_images_Masks\238-2_part_3_seg.npy,87,0
Small_images_Masks\218-4_part_9.png,Small_images_Masks\218-4_part_9_seg.npy,130,1
Small_images_Masks\218-5_part_21.png,Small_images_Masks\218-5_part_21_seg.npy,705,0
Small_images_Masks\218-4_part_18.png,Small_images_Masks\218-4_part_18_seg.npy,163,0
Small_images_Masks\218-4_part_13.png,Small_images_Masks\218-4_part_13_seg.npy,796,1
Small_images_Masks\259-1_part_16.png,Small_images_Masks\259-1_part_16_seg.npy,185,0
Small_images_Masks\218-6_part_15.png,Small_images_Masks\218-6_part_15_seg.npy,147,1
Small_images_Masks\218-5_part_8.png,Small_images_Masks\218-5_part_8_seg.npy,240,0
Small_images_Masks\238-2_part_2.png,Small_images_Masks\238-2_part_2_seg.npy,405,1
Small_images_Masks\218-6_part_20.png,Small_images_Masks\218-6_part_20_seg.npy,495,0
Small_images_Masks\218-5_part_23.png,Small_images_Masks\218-5_part_23_seg.npy,480,1
Small_images_Masks\218-6_part_6.png,Small_images_Masks\218-6_part_6_seg.npy,470,1
Small_images_Masks\238-3_part_11.png,Small_images_Masks\238-3_part_11_seg.npy,726,0
Small_images_Masks\218-4_part_8.png,Small_images_Masks\218-4_part_8_seg.npy,53,0
Small_images_Masks\218-4_part_15.png,Small_images_Masks\218-4_part_15_seg.npy,53,1
Small_images_Masks\218-6_part_4.png,Small_images_Masks\218-6_part_4_seg.npy,243,1
Small_images_Masks\218-6_part_4.png,Small_images_Masks\218-6_part_4_seg.npy,130,1
Small_images_Masks\238-2_part_8.png,Small_images_Masks\238-2_part_8_seg.npy,298,0
Small_images_Masks\218-5_part_16.png,Small_images_Masks\218-5_part_16_seg.npy,579,1
Small_images_Masks\259-1_part_1.png,Small_images_Masks\259-1_part_1_seg.npy,466,1
Small_images_Masks\218-4_part_23.png,Small_images_Masks\218-4_part_23_seg.npy,446,0
Small_images_Masks\218-4_part_17.png,Small_images_Masks\218-4_part_17_seg.npy,735,0
Small_images_Masks\238-1_part_6.png,Small_images_Masks\238-1_part_6_seg.npy,329,1
Small_images_Masks\238-6_part_24.png,Small_images_Masks\238-6_part_24_seg.npy,37,0
Small_images_Masks\218-4_part_25.png,Small_images_Masks\218-4_part_25_seg.npy,355,0
Small_images_Masks\218-6_part_2.png,Small_images_Masks\218-6_part_2_seg.npy,46,1
Small_images_Masks\218-6_part_23.png,Small_images_Masks\218-6_part_23_seg.npy,120,1
Small_images_Masks\259-1_part_19.png,Small_images_Masks\259-1_part_19_seg.npy,32,0
Small_images_Masks\238-1_part_7.png,Small_images_Masks\238-1_part_7_seg.npy,386,0
Small_images_Masks\249-2_part_15.png,Small_images_Masks\249-2_part_15_seg.npy,104,0
Small_images_Masks\238-3_part_16.png,Small_images_Masks\238-3_part_16_seg.npy,100,0
Small_images_Masks\249-3_part_2.png,Small_images_Masks\249-3_part_2_seg.npy,230,0
Small_images_Masks\249-3_part_1.png,Small_images_Masks\249-3_part_1_seg.npy,13,0
Small_images_Masks\218-4_part_8.png,Small_images_Masks\218-4_part_8_seg.npy,118,1
Small_images_Masks\218-4_part_12.png,Small_images_Masks\218-4_part_12_seg.npy,211,0
Small_images_Masks\218-5_part_15.png,Small_images_Masks\218-5_part_15_seg.npy,219,0
Small_images_Masks\218-5_part_25.png,Small_images_Masks\218-5_part_25_seg.npy,302,1
Small_images_Masks\218-5_part_21.png,Small_images_Masks\218-5_part_21_seg.npy,570,1
Small_images_Masks\218-6_part_12.png,Small_images_Masks\218-6_part_12_seg.npy,782,0
Small_images_Masks\238-3_part_20.png,Small_images_Masks\238-3_part_20_seg.npy,343,0
Small_images_Masks\238-1_part_23.png,Small_images_Masks\238-1_part_23_seg.npy,262,1
Small_images_Masks\238-4_part_13.png,Small_images_Masks\238-4_part_13_seg.npy,178,1
Small_images_Masks\218-5_part_25.png,Small_images_Masks\218-5_part_25_seg.npy,274,0
Small_images_Masks\218-4_part_25.png,Small_images_Masks\218-4_part_25_seg.npy,426,1
Small_images_Masks\238-6_part_11.png,Small_images_Masks\238-6_part_11_seg.npy,177,0
Small_images_Masks\218-5_part_17.png,Small_images_Masks\218-5_part_17_seg.npy,539,0
Small_images_Masks\259-1_part_11.png,Small_images_Masks\259-1_part_11_seg.npy,30,1
Small_images_Masks\218-5_part_8.png,Small_images_Masks\218-5_part_8_seg.npy,714,1
Small_images_Masks\238-3_part_3.png,Small_images_Masks\238-3_part_3_seg.npy,189,0
Small_images_Masks\218-5_part_12.png,Small_images_Masks\218-5_part_12_seg.npy,774,0
Small_images_Masks\249-1_part_13.png,Small_images_Masks\249-1_part_13_seg.npy,165,0
Small_images_Masks\218-6_part_2.png,Small_images_Masks\218-6_part_2_seg.npy,614,0
Small_images_Masks\218-4_part_9.png,Small_images_Masks\218-4_part_9_seg.npy,540,1
Small_images_Masks\218-5_part_15.png,Small_images_Masks\218-5_part_15_seg.npy,108,0
Small_images_Masks\259-1_part_25.png,Small_images_Masks\259-1_part_25_seg.npy,53,0
Small_images_Masks\259-1_part_5.png,Small_images_Masks\259-1_part_5_seg.npy,53,0
Small_images_Masks\238-3_part_16.png,Small_images_Masks\238-3_part_16_seg.npy,730,0
Small_images_Masks\238-1_part_17.png,Small_images_Masks\238-1_part_17_seg.npy,285,0
Small_images_Masks\238-2_part_4.png,Small_images_Masks\238-2_part_4_seg.npy,209,1
Small_images_Masks\218-6_part_9.png,Small_images_Masks\218-6_part_9_seg.npy,19,0
Small_images_Masks\238-2_part_14.png,Small_images_Masks\238-2_part_14_seg.npy,20,0
Small_images_Masks\238-2_part_9.png,Small_images_Masks\238-2_part_9_seg.npy,25,1
Small_images_Masks\218-6_part_21.png,Small_images_Masks\218-6_part_21_seg.npy,358,1
Small_images_Masks\249-3_part_12.png,Small_images_Masks\249-3_part_12_seg.npy,216,0
Small_images_Masks\218-5_part_7.png,Small_images_Masks\218-5_part_7_seg.npy,326,1
Small_images_Masks\218-6_part_13.png,Small_images_Masks\218-6_part_13_seg.npy,296,1
Small_images_Masks\238-2_part_8.png,Small_images_Masks\238-2_part_8_seg.npy,99,1
Small_images_Masks\218-5_part_11.png,Small_images_Masks\218-5_part_11_seg.npy,616,0
Small_images_Masks\218-6_part_8.png,Small_images_Masks\218-6_part_8_seg.npy,116,0
Small_images_Masks\238-1_part_18.png,Small_images_Masks\238-1_part_18_seg.npy,379,0
Small_images_Masks\238-5_part_20.png,Small_images_Masks\238-5_part_20_seg.npy,34,0
Small_images_Masks\218-5_part_22.png,Small_images_Masks\218-5_part_22_seg.npy,544,0
Small_images_Masks\249-2_part_19.png,Small_images_Masks\249-2_part_19_seg.npy,139,0
Small_images_Masks\218-5_part_1.png,Small_images_Masks\218-5_part_1_seg.npy,506,1
Small_images_Masks\238-1_part_21.png,Small_images_Masks\238-1_part_21_seg.npy,245,0
Small_images_Masks\249-2_part_25.png,Small_images_Masks\249-2_part_25_seg.npy,61,1
Small_images_Masks\218-5_part_7.png,Small_images_Masks\218-5_part_7_seg.npy,373,1
Small_images_Masks\238-1_part_9.png,Small_images_Masks\238-1_part_9_seg.npy,388,0
Small_images_Masks\238-2_part_4.png,Small_images_Masks\238-2_part_4_seg.npy,265,1
Small_images_Masks\238-3_part_16.png,Small_images_Masks\238-3_part_16_seg.npy,416,0
Small_images_Masks\218-5_part_1.png,Small_images_Masks\218-5_part_1_seg.npy,41,1
Small_images_Masks\218-4_part_7.png,Small_images_Masks\218-4_part_7_seg.npy,260,1
Small_images_Masks\238-1_part_20.png,Small_images_Masks\238-1_part_20_seg.npy,488,0
Small_images_Masks\238-1_part_4.png,Small_images_Masks\238-1_part_4_seg.npy,58,0
Small_images_Masks\218-6_part_13.png,Small_images_Masks\218-6_part_13_seg.npy,155,1
Small_images_Masks\249-3_part_13.png,Small_images_Masks\249-3_part_13_seg.npy,192,0
Small_images_Masks\259-1_part_4.png,Small_images_Masks\259-1_part_4_seg.npy,308,0
Small_images_Masks\218-6_part_3.png,Small_images_Masks\218-6_part_3_seg.npy,722,1
Small_images_Masks\218-6_part_8.png,Small_images_Masks\218-6_part_8_seg.npy,175,1
Small_images_Masks\218-5_part_24.png,Small_images_Masks\218-5_part_24_seg.npy,703,0
Small_images_Masks\218-5_part_3.png,Small_images_Masks\218-5_part_3_seg.npy,55,0
Small_images_Masks\218-6_part_2.png,Small_images_Masks\218-6_part_2_seg.npy,405,1
Small_images_Masks\218-5_part_16.png,Small_images_Masks\218-5_part_16_seg.npy,750,0
Small_images_Masks\218-6_part_8.png,Small_images_Masks\218-6_part_8_seg.npy,526,1
Small_images_Masks\238-2_part_19.png,Small_images_Masks\238-2_part_19_seg.npy,307,0
Small_images_Masks\218-4_part_20.png,Small_images_Masks\218-4_part_20_seg.npy,63,1
Small_images_Masks\238-3_part_24.png,Small_images_Masks\238-3_part_24_seg.npy,110,0
Small_images_Masks\218-4_part_9.png,Small_images_Masks\218-4_part_9_seg.npy,184,0
Small_images_Masks\218-6_part_9.png,Small_images_Masks\218-6_part_9_seg.npy,714,1
Small_images_Masks\238-3_part_1.png,Small_images_Masks\238-3_part_1_seg.npy,705,0
Small_images_Masks\218-5_part_25.png,Small_images_Masks\218-5_part_25_seg.npy,549,1
Small_images_Masks\249-1_part_8.png,Small_images_Masks\249-1_part_8_seg.npy,215,1
Small_images_Masks\218-6_part_8.png,Small_images_Masks\218-6_part_8_seg.npy,866,1
Small_images_Masks\218-6_part_8.png,Small_images_Masks\218-6_part_8_seg.npy,555,1
Small_images_Masks\218-4_part_7.png,Small_images_Masks\218-4_part_7_seg.npy,254,0
Small_images_Masks\259-1_part_25.png,Small_images_Masks\259-1_part_25_seg.npy,435,0
Small_images_Masks\238-4_part_12.png,Small_images_Masks\238-4_part_12_seg.npy,13,1
Small_images_Masks\218-4_part_3.png,Small_images_Masks\218-4_part_3_seg.npy,195,0
Small_images_Masks\218-5_part_11.png,Small_images_Masks\218-5_part_11_seg.npy,687,1
Small_images_Masks\249-1_part_20.png,Small_images_Masks\249-1_part_20_seg.npy,367,0
Small_images_Masks\218-5_part_19.png,Small_images_Masks\218-5_part_19_seg.npy,222,1
Small_images_Masks\238-1_part_23.png,Small_images_Masks\238-1_part_23_seg.npy,128,0
Small_images_Masks\218-5_part_12.png,Small_images_Masks\218-5_part_12_seg.npy,69,1
Small_images_Masks\218-5_part_24.png,Small_images_Masks\218-5_part_24_seg.npy,782,0
Small_images_Masks\238-4_part_9.png,Small_images_Masks\238-4_part_9_seg.npy,152,1
Small_images_Masks\259-1_part_5.png,Small_images_Masks\259-1_part_5_seg.npy,245,0
Small_images_Masks\218-6_part_13.png,Small_images_Masks\218-6_part_13_seg.npy,71,0
Small_images_Masks\218-6_part_8.png,Small_images_Masks\218-6_part_8_seg.npy,1072,1
Small_images_Masks\259-1_part_18.png,Small_images_Masks\259-1_part_18_seg.npy,42,1
Small_images_Masks\218-4_part_13.png,Small_images_Masks\218-4_part_13_seg.npy,425,0
Small_images_Masks\238-1_part_24.png,Small_images_Masks\238-1_part_24_seg.npy,117,0
Small_images_Masks\218-5_part_22.png,Small_images_Masks\218-5_part_22_seg.npy,5,0
Small_images_Masks\218-4_part_24.png,Small_images_Masks\218-4_part_24_seg.npy,40,1
Small_images_Masks\218-4_part_19.png,Small_images_Masks\218-4_part_19_seg.npy,138,1
Small_images_Masks\238-1_part_14.png,Small_images_Masks\238-1_part_14_seg.npy,444,0
Small_images_Masks\238-4_part_10.png,Small_images_Masks\238-4_part_10_seg.npy,101,0
Small_images_Masks\218-5_part_1.png,Small_images_Masks\218-5_part_1_seg.npy,763,1
Small_images_Masks\238-4_part_7.png,Small_images_Masks\238-4_part_7_seg.npy,170,1
Small_images_Masks\218-5_part_7.png,Small_images_Masks\218-5_part_7_seg.npy,335,1
Small_images_Masks\218-6_part_8.png,Small_images_Masks\218-6_part_8_seg.npy,1163,1
Small_images_Masks\218-4_part_13.png,Small_images_Masks\218-4_part_13_seg.npy,801,1
Small_images_Masks\218-6_part_7.png,Small_images_Masks\218-6_part_7_seg.npy,553,1
Small_images_Masks\238-1_part_25.png,Small_images_Masks\238-1_part_25_seg.npy,86,0
Small_images_Masks\238-6_part_5.png,Small_images_Masks\238-6_part_5_seg.npy,75,0
Small_images_Masks\218-6_part_15.png,Small_images_Masks\218-6_part_15_seg.npy,142,1
Small_images_Masks\259-1_part_11.png,Small_images_Masks\259-1_part_11_seg.npy,101,0
Small_images_Masks\238-6_part_15.png,Small_images_Masks\238-6_part_15_seg.npy,176,0
Small_images_Masks\218-4_part_7.png,Small_images_Masks\218-4_part_7_seg.npy,310,0
Small_images_Masks\218-5_part_18.png,Small_images_Masks\218-5_part_18_seg.npy,316,1
Small_images_Masks\218-4_part_8.png,Small_images_Masks\218-4_part_8_seg.npy,461,1
Small_images_Masks\218-5_part_21.png,Small_images_Masks\218-5_part_21_seg.npy,524,0
Small_images_Masks\218-6_part_10.png,Small_images_Masks\218-6_part_10_seg.npy,465,0
Small_images_Masks\238-6_part_23.png,Small_images_Masks\238-6_part_23_seg.npy,59,0
Small_images_Masks\238-3_part_3.png,Small_images_Masks\238-3_part_3_seg.npy,222,0
Small_images_Masks\218-4_part_17.png,Small_images_Masks\218-4_part_17_seg.npy,580,1
Small_images_Masks\218-4_part_12.png,Small_images_Masks\218-4_part_12_seg.npy,113,1
Small_images_Masks\238-1_part_8.png,Small_images_Masks\238-1_part_8_seg.npy,31,0
Small_images_Masks\218-6_part_3.png,Small_images_Masks\218-6_part_3_seg.npy,25,1
Small_images_Masks\218-6_part_8.png,Small_images_Masks\218-6_part_8_seg.npy,1106,0
Small_images_Masks\218-5_part_12.png,Small_images_Masks\218-5_part_12_seg.npy,556,1
Small_images_Masks\238-3_part_16.png,Small_images_Masks\238-3_part_16_seg.npy,710,0
Small_images_Masks\218-4_part_11.png,Small_images_Masks\218-4_part_11_seg.npy,151,1
Small_images_Masks\218-4_part_22.png,Small_images_Masks\218-4_part_22_seg.npy,95,1
Small_images_Masks\218-4_part_13.png,Small_images_Masks\218-4_part_13_seg.npy,203,0
Small_images_Masks\238-6_part_24.png,Small_images_Masks\238-6_part_24_seg.npy,289,1
Small_images_Masks\218-6_part_15.png,Small_images_Masks\218-6_part_15_seg.npy,576,0
Small_images_Masks\249-2_part_20.png,Small_images_Masks\249-2_part_20_seg.npy,133,1
Small_images_Masks\238-4_part_18.png,Small_images_Masks\238-4_part_18_seg.npy,198,0
Small_images_Masks\218-4_part_14.png,Small_images_Masks\218-4_part_14_seg.npy,208,0
Small_images_Masks\238-6_part_7.png,Small_images_Masks\238-6_part_7_seg.npy,290,0
Small_images_Masks\218-4_part_12.png,Small_images_Masks\218-4_part_12_seg.npy,358,1
Small_images_Masks\218-5_part_9.png,Small_images_Masks\218-5_part_9_seg.npy,285,1
Small_images_Masks\238-2_part_18.png,Small_images_Masks\238-2_part_18_seg.npy,195,0
Small_images_Masks\218-5_part_8.png,Small_images_Masks\218-5_part_8_seg.npy,900,1
Small_images_Masks\218-4_part_24.png,Small_images_Masks\218-4_part_24_seg.npy,409,0
Small_images_Masks\218-6_part_4.png,Small_images_Masks\218-6_part_4_seg.npy,547,1
Small_images_Masks\218-6_part_15.png,Small_images_Masks\218-6_part_15_seg.npy,538,1
Small_images_Masks\218-5_part_12.png,Small_images_Masks\218-5_part_12_seg.npy,453,1
Small_images_Masks\218-5_part_17.png,Small_images_Masks\218-5_part_17_seg.npy,99,1
Small_images_Masks\218-4_part_13.png,Small_images_Masks\218-4_part_13_seg.npy,743,1
Small_images_Masks\218-5_part_20.png,Small_images_Masks\218-5_part_20_seg.npy,37,1
Small_images_Masks\218-5_part_2.png,Small_images_Masks\218-5_part_2_seg.npy,51,0
Small_images_Masks\238-1_part_6.png,Small_images_Masks\238-1_part_6_seg.npy,259,0
Small_images_Masks\238-3_part_14.png,Small_images_Masks\238-3_part_14_seg.npy,189,0
Small_images_Masks\218-6_part_25.png,Small_images_Masks\218-6_part_25_seg.npy,446,1
Small_images_Masks\218-6_part_17.png,Small_images_Masks\218-6_part_17_seg.npy,67,1
Small_images_Masks\238-3_part_10.png,Small_images_Masks\238-3_part_10_seg.npy,17,0
Small_images_Masks\238-2_part_8.png,Small_images_Masks\238-2_part_8_seg.npy,58,1
Small_images_Masks\238-3_part_20.png,Small_images_Masks\238-3_part_20_seg.npy,182,0
Small_images_Masks\218-4_part_12.png,Small_images_Masks\218-4_part_12_seg.npy,555,1
Small_images_Masks\218-5_part_19.png,Small_images_Masks\218-5_part_19_seg.npy,136,0
Small_images_Masks\218-5_part_12.png,Small_images_Masks\218-5_part_12_seg.npy,778,1
Small_images_Masks\259-1_part_12.png,Small_images_Masks\259-1_part_12_seg.npy,24,0
Small_images_Masks\218-5_part_2.png,Small_images_Masks\218-5_part_2_seg.npy,439,0
Small_images_Masks\218-4_part_2.png,Small_images_Masks\218-4_part_2_seg.npy,208,1
Small_images_Masks\238-6_part_10.png,Small_images_Masks\238-6_part_10_seg.npy,389,0
Small_images_Masks\249-3_part_8.png,Small_images_Masks\249-3_part_8_seg.npy,214,0
Small_images_Masks\218-6_part_8.png,Small_images_Masks\218-6_part_8_seg.npy,1111,1
Small_images_Masks\238-6_part_23.png,Small_images_Masks\238-6_part_23_seg.npy,91,0
Small_images_Masks\218-5_part_16.png,Small_images_Masks\218-5_part_16_seg.npy,15,1
Small_images_Masks\218-4_part_13.png,Small_images_Masks\218-4_part_13_seg.npy,684,0
Small_images_Masks\218-6_part_7.png,Small_images_Masks\218-6_part_7_seg.npy,278,0
Small_images_Masks\218-6_part_23.png,Small_images_Masks\218-6_part_23_seg.npy,71,1
Small_images_Masks\238-1_part_7.png,Small_images_Masks\238-1_part_7_seg.npy,163,1
Small_images_Masks\218-6_part_19.png,Small_images_Masks\218-6_part_19_seg.npy,535,0
Small_images_Masks\238-3_part_16.png,Small_images_Masks\238-3_part_16_seg.npy,744,0
Small_images_Masks\218-4_part_21.png,Small_images_Masks\218-4_part_21_seg.npy,228,0
Small_images_Masks\238-3_part_25.png,Small_images_Masks\238-3_part_25_seg.npy,15,0
Small_images_Masks\238-1_part_21.png,Small_images_Masks\238-1_part_21_seg.npy,478,0
Small_images_Masks\238-2_part_21.png,Small_images_Masks\238-2_part_21_seg.npy,216,0
Small_images_Masks\218-6_part_8.png,Small_images_Masks\218-6_part_8_seg.npy,984,1
Small_images_Masks\218-6_part_3.png,Small_images_Masks\218-6_part_3_seg.npy,732,1
Small_images_Masks\238-1_part_5.png,Small_images_Masks\238-1_part_5_seg.npy,430,0
Small_images_Masks\218-6_part_13.png,Small_images_Masks\218-6_part_13_seg.npy,679,1
Small_images_Masks\249-1_part_24.png,Small_images_Masks\249-1_part_24_seg.npy,55,0
Small_images_Masks\218-5_part_24.png,Small_images_Masks\218-5_part_24_seg.npy,191,0
Small_images_Masks\238-6_part_10.png,Small_images_Masks\238-6_part_10_seg.npy,405,0
Small_images_Masks\218-6_part_17.png,Small_images_Masks\218-6_part_17_seg.npy,418,1
Small_images_Masks\218-4_part_13.png,Small_images_Masks\218-4_part_13_seg.npy,230,0
Small_images_Masks\218-4_part_23.png,Small_images_Masks\218-4_part_23_seg.npy,365,0
Small_images_Masks\218-4_part_8.png,Small_images_Masks\218-4_part_8_seg.npy,232,1
Small_images_Masks\218-5_part_25.png,Small_images_Masks\218-5_part_25_seg.npy,524,1
Small_images_Masks\218-5_part_13.png,Small_images_Masks\218-5_part_13_seg.npy,599,0
Small_images_Masks\249-1_part_7.png,Small_images_Masks\249-1_part_7_seg.npy,241,0
Small_images_Masks\259-1_part_4.png,Small_images_Masks\259-1_part_4_seg.npy,157,0
Small_images_Masks\218-5_part_6.png,Small_images_Masks\218-5_part_6_seg.npy,309,1
Small_images_Masks\218-4_part_25.png,Small_images_Masks\218-4_part_25_seg.npy,141,1
Small_images_Masks\249-2_part_14.png,Small_images_Masks\249-2_part_14_seg.npy,52,0
Small_images_Masks\218-5_part_4.png,Small_images_Masks\218-5_part_4_seg.npy,129,0
Small_images_Masks\238-4_part_23.png,Small_images_Masks\238-4_part_23_seg.npy,247,1
Small_images_Masks\238-1_part_23.png,Small_images_Masks\238-1_part_23_seg.npy,498,0
Small_images_Masks\218-5_part_21.png,Small_images_Masks\218-5_part_21_seg.npy,382,1
Small_images_Masks\218-5_part_13.png,Small_images_Masks\218-5_part_13_seg.npy,474,1
Small_images_Masks\218-6_part_19.png,Small_images_Masks\218-6_part_19_seg.npy,496,0
Small_images_Masks\218-4_part_4.png,Small_images_Masks\218-4_part_4_seg.npy,283,0
Small_images_Masks\249-3_part_24.png,Small_images_Masks\249-3_part_24_seg.npy,201,0
Small_images_Masks\249-3_part_3.png,Small_images_Masks\249-3_part_3_seg.npy,365,0
Small_images_Masks\238-4_part_5.png,Small_images_Masks\238-4_part_5_seg.npy,104,0
Small_images_Masks\218-6_part_15.png,Small_images_Masks\218-6_part_15_seg.npy,202,1
Small_images_Masks\218-6_part_15.png,Small_images_Masks\218-6_part_15_seg.npy,448,1
Small_images_Masks\238-2_part_17.png,Small_images_Masks\238-2_part_17_seg.npy,255,0
Small_images_Masks\218-5_part_10.png,Small_images_Masks\218-5_part_10_seg.npy,209,0
Small_images_Masks\218-6_part_2.png,Small_images_Masks\218-6_part_2_seg.npy,704,1
Small_images_Masks\218-4_part_21.png,Small_images_Masks\218-4_part_21_seg.npy,555,0
Small_images_Masks\218-6_part_2.png,Small_images_Masks\218-6_part_2_seg.npy,625,1
